Wavelength,Cm, Ch, Bm,Eumelanin,Pheomelanin,Baseline,Epidermis,ScatteringEpi,ScatteringDerm,Dermis,Reflectance
460,0.002,0.02,0.01,89.65207711978748,65.20761221387161,0.11995168686956585,0.25025604216107955,5.057094333685522,2.528547166842761,0.5921960530626437,0.32154747697517816
470,0.002,0.02,0.01,83.45609670419829,58.8753053694024,0.10363873715678258,0.22136277003649937,4.651403544099015,2.3257017720495075,0.420791319248273,0.3477508728977636
480,0.002,0.02,0.01,77.80555681409068,53.272382524514505,0.09011079665786136,0.19669567120939258,4.286614166727216,2.143307083363608,0.3113211716144941,0.36261937891112034
490,0.002,0.02,0.01,72.64253462098118,48.302167293935106,0.07889239794000427,0.1755890778847154,3.9578714406240603,1.9789357203120301,0.2627212909996241,0.37636851426518925
500,0.002,0.02,0.01,67.9162692041523,43.88241065774736,0.069589247190424,0.15748679944089472,3.660979885227674,1.830489942613837,0.24372394924493232,0.3744496233188803
510,0.002,0.02,0.01,63.582155833944576,39.94290629027485,0.06187436594523779,0.1419235916869347,3.392302930916135,1.6961514654580676,0.23965273757252667,0.3532741179959883
520,0.002,0.02,0.01,59.600897723131226,36.42353690431384,0.05547659875544882,0.1285098367866756,3.1486794177464876,1.5743397088732438,0.2550073413356068,0.33877871557403766
530,0.002,0.02,0.01,55.937788142581304,33.272667289100454,0.0501710828681783,0.11691886444910793,2.92735387048328,1.46367693524164,0.3204433532242163,0.3090077601108706
540,0.002,0.02,0.01,52.56210086872165,30.445817427149983,0.04577134496039612,0.10687644875872554,2.725918070164087,1.3629590350820435,0.49904711836122373,0.25455796512412476
550,0.002,0.02,0.01,49.446570979460446,27.904562818376924,0.04212274714851879,0.09815209921275171,2.542261924727234,1.271130962363617,0.6012656058441109,0.22224933763062507
560,0.002,0.02,0.01,46.566951262504844,25.615619859870165,0.03909705192033498,0.09055183300852633,2.374532022966332,1.187266011483166,0.49019630221763855,0.22744252267200232
570,0.002,0.02,0.01,43.90163211523481,23.550082531374215,0.03658791496255562,0.08391217144216848,2.2210965595934575,1.1105482797967288,0.40668212313326607,0.24430627501848542
580,0.002,0.02,0.01,41.43131493009177,21.68278325152247,0.03450714747009626,0.07809514886936211,2.080515561559256,1.040257780779628,0.4602813400904139,0.2179975987338738
590,0.002,0.02,0.01,39.13873067627961,19.99175600117882,0.03278161656822498,0.07298415998124351,1.951515540119741,0.9757577700598705,0.4407925196847372,0.20547383393721963
600,0.002,0.02,0.01,37.00839678761747,18.457783964937395,0.03135067490650499,0.06848050171830086,1.8329678495970294,0.9164839247985147,0.12966947322816752,0.35299885974745393
610,0.002,0.02,0.01,35.02640661061503,17.06401725504145,0.03016402908229783,0.0645004912340807,1.723870160226765,0.8619350801133825,0.047611214970013034,0.5168800794340384
620,0.002,0.02,0.01,33.180246605964626,15.795648934622525,0.02917997197516482,0.060973061937960885,1.623330555056699,0.8116652775283495,0.028926927450713232,0.6082128463799065
630,0.002,0.02,0.01,31.458637270048442,14.639639689064044,0.02836391686390531,0.05783775660933356,1.5305538443660498,0.7652769221830249,0.021735932770532543,0.6448429503739785
640,0.002,0.02,0.01,29.851394382075767,13.58448321402264,0.02768718180474503,0.05504305054712765,1.4448297592946615,0.7224148796473308,0.016527668763373003,0.6691643819136353
650,0.002,0.02,0.01,28.34930771212457,12.620005780844819,0.027125981545132852,0.05254494923772242,1.365522742290122,0.682761371145061,0.013891669238284606,0.6900527680588164
660,0.002,0.02,0.01,26.944034765724194,11.737194571071123,0.026660591541872836,0.05030581453019878,1.2920630979668408,0.6460315489834204,0.012477547594220708,0.700887282556539
670,0.002,0.02,0.01,25.628007507825494,10.928050293523707,0.026274654701280434,0.04829338115910749,1.223939305907184,0.611969652953592,0.011249983232145098,0.706409103341317
680,0.002,0.02,0.01,24.394350316093952,10.185460351239715,0.02595460647531279,0.04647993194471275,1.1606913283256337,0.5803456641628169,0.00991371028691613,0.7194254507364248
690,0.002,0.02,0.01,23.236807670989165,9.503089443808602,0.02568919810748813,0.0448416053691115,1.101904771568543,0.5509523857842715,0.008618508282906768,0.7241324952559199
700,0.002,0.02,0.01,22.14968030664257,8.875284999387258,0.0254691012720866,0.04335781367064579,1.0472057821044447,0.5236028910522224,0.007719194384932898,0.7360237375823883
710,0.002,0.02,0.01,21.127768729112393,8.296995250458005,0.02528658021086004,0.04201075328029484,0.9962565757559048,0.4981282878779524,0.007770616972132857,0.7316021609429404
720,0.002,0.02,0.01,20.16632316290422,7.7636981147969815,0.025135219843817527,0.04078499247515455,0.9487515140674609,0.47437575703373047,0.007707650308938824,0.7152354042409572
730,0.002,0.02,0.01,19.26099911739236,7.271339331415421,0.025009700297978346,0.039667123655038834,0.9044136544100768,0.4522068272050384,0.007695190125840375,0.7121793874760906
740,0.002,0.02,0.01,18.407817875825288,6.816278541125897,0.024905609929439205,0.038645469748737796,0.8629917111102459,0.43149585555512293,0.007618149954617009,0.7072671252907192
750,0.002,0.02,0.01,17.603131304134504,6.3952422015201575,0.024819290267029847,0.0377098360007873,0.8242573739040902,0.4121286869520451,0.007516458089233785,0.6994474434187776
760,0.002,0.02,0.01,16.84359045742784,6.005282393538233,0.02474770742778124,0.03685129983899659,0.7880029376344289,0.39400146881721443,0.0073650550655845115,0.6986558196272499
770,0.002,0.02,0.01,16.126117531023013,5.6437407171630865,0.024688345484837216,0.036062032728016405,0.754039203562606,0.377019601781303,0.00731389157150281,0.6957493076927389
780,0.002,0.02,0.01,15.447880761984283,5.308216591742097,0.024639118040004362,0.035335148916693385,0.722193618147089,0.3610968090735445,0.007267926713584085,0.6824232432951343
380,0.002,0.07,0.01,169.3809478396403,161.5942539940015,0.45161339628080815,0.7670544037108098,10.70062444996002,5.35031222498001,11.449550032097882,0.25994732603673687
390,0.002,0.07,0.01,155.3455418066616,142.83712970835902,0.3786778900801753,0.6579754546624563,9.65854442259583,4.829272211297915,12.01257193064422,0.26813798146344875
400,0.002,0.07,0.01,142.7855189861344,126.65228778807402,0.31819421266359565,0.566253054142092,8.741823504652602,4.370911752326301,12.606469443244402,0.24105599021487958
410,0.002,0.07,0.01,131.51451650226562,112.63534107303022,0.2680365401608564,0.48899416636268656,7.932784648554808,3.966392324277404,17.215311678764476,0.23998567562417125
420,0.002,0.07,0.01,121.37347842917981,100.45322139078023,0.22644197748959877,0.42380409080585923,7.216592000386382,3.608296000193191,17.610361372734577,0.245715524263031
430,0.002,0.07,0.01,112.22612779678802,89.83029665524481,0.19194859776352213,0.368698007235981,6.58074077024114,3.29037038512057,10.451158353714405,0.2290665826822222
440,0.002,0.07,0.01,103.9552728988143,80.53743328363643,0.16334405984997707,0.3220287621621789,6.014647871172193,3.0073239355860966,10.808868698296234,0.21117066214159935
450,0.002,0.07,0.01,96.45977946632703,72.38332974786923,0.1396229981347961,0.28242778415754477,5.509321687090168,2.754660843545084,3.6521869571785763,0.22321271320555533
460,0.002,0.07,0.01,89.65207711978748,65.20761221387161,0.11995168686956585,0.24875664607520998,5.057094333685522,2.528547166842761,2.072266354815209,0.2191834410905799
470,0.002,0.07,0.01,83.45609670419829,58.8753053694024,0.10363873715678258,0.2200672858220396,4.651403544099015,2.3257017720495075,1.4724068817889069,0.24261742695931768
480,0.002,0.07,0.01,77.80555681409068,53.272382524514505,0.09011079665786136,0.19556928625116932,4.286614166727216,2.143307083363608,1.0893087128624268,0.24864091750345357
490,0.002,0.07,0.01,72.64253462098118,48.302167293935106,0.07889239794000427,0.1746029229104653,3.9578714406240603,1.9789357203120301,0.9192483951058944,0.25803580497207235
500,0.002,0.07,0.01,67.9162692041523,43.88241065774736,0.069589247190424,0.1566169338510144,3.660979885227674,1.830489942613837,0.8527902599920967,0.2481631479528121
510,0.002,0.07,0.01,63.582155833944576,39.94290629027485,0.06187436594523779,0.14115016211261922,3.392302930916135,1.6961514654580676,0.8385680212230351,0.22253979369415877
520,0.002,0.07,0.01,59.600897723131226,36.42353690431384,0.05547659875544882,0.1278163793022325,3.1486794177464876,1.5743397088732438,0.8923315265789799,0.21339670680762074
530,0.002,0.07,0.01,55.937788142581304,33.272667289100454,0.0501710828681783,0.1162917259132557,2.92735387048328,1.46367693524164,1.1213761374947184,0.20805826650102532
540,0.002,0.07,0.01,52.56210086872165,30.445817427149983,0.04577134496039612,0.1063043069467206,2.725918070164087,1.3629590350820435,1.746504714556922,0.16993081401100227
550,0.002,0.07,0.01,49.446570979460446,27.904562818376924,0.04212274714851879,0.09762556487339523,2.542261924727234,1.271130962363617,2.1042821908393687,0.17519928778221086
560,0.002,0.07,0.01,46.566951262504844,25.615619859870165,0.03909705192033498,0.09006311985952214,2.374532022966332,1.187266011483166,1.7155502180800137,0.15395436919166514
570,0.002,0.07,0.01,43.90163211523481,23.550082531374215,0.03658791496255562,0.08345482250513653,2.2210965595934575,1.1105482797967288,1.4232593732640624,0.16834547891408427
580,0.002,0.07,0.01,41.43131493009177,21.68278325152247,0.03450714747009626,0.0776638095259859,2.080515561559256,1.040257780779628,1.6108639153003033,0.15179425510230063
590,0.002,0.07,0.01,39.13873067627961,19.99175600117882,0.03278161656822498,0.0725743897741407,1.951515540119741,0.9757577700598705,1.5426590832385916,0.15759775194881992
600,0.002,0.07,0.01,37.00839678761747,18.457783964937395,0.03135067490650499,0.06808861828196955,1.8329678495970294,0.9164839247985147,0.4537334289364135,0.1928695778219834
610,0.002,0.07,0.01,35.02640661061503,17.06401725504145,0.03016402908229783,0.064123440870552,1.723870160226765,0.8619350801133825,0.1665336782932576,0.28684229684513496
620,0.002,0.07,0.01,33.180246605964626,15.795648934622525,0.02917997197516482,0.06060831228827132,1.623330555056699,0.8116652775283495,0.10114211617558323,0.37076908404008324
630,0.002,0.07,0.01,31.458637270048442,14.639639689064044,0.02836391686390531,0.05748320764853475,1.5305538443660498,0.7652769221830249,0.07597649098784023,0.39852625510582973
640,0.002,0.07,0.01,29.851394382075767,13.58448321402264,0.02768718180474503,0.05469696077456834,1.4448297592946615,0.7224148796473308,0.057749935535488905,0.4359564974864898
650,0.002,0.07,0.01,28.34930771212457,12.620005780844819,0.027125981545132852,0.05220587446840826,1.365522742290122,0.682761371145061,0.04852590139858816,0.4631401275887033
660,0.002,0.07,0.01,26.944034765724194,11.737194571071123,0.026660591541872836,0.04997255713592537,1.2920630979668408,0.6460315489834204,0.04357810450937592,0.4832496827818059
670,0.002,0.07,0.01,25.628007507825494,10.928050293523707,0.026274654701280434,0.04796494797534148,1.223939305907184,0.611969652953592,0.03928298002105337,0.49421075736526987
680,0.002,0.07,0.01,24.394350316093952,10.185460351239715,0.02595460647531279,0.046155499363771335,1.1606913283256337,0.5803456641628169,0.034607144881542866,0.48710899298538346
690,0.002,0.07,0.01,23.236807670989165,9.503089443808602,0.02568919810748813,0.0445204903927679,1.101904771568543,0.5509523857842715,0.03007486679679748,0.5233382835354937
700,0.002,0.07,0.01,22.14968030664257,8.875284999387258,0.0254691012720866,0.04303944990474471,1.0472057821044447,0.5236028910522224,0.02692803849281284,0.5216868142510215
710,0.002,0.07,0.01,21.127768729112393,8.296995250458005,0.02528658021086004,0.041694671027659086,0.9962565757559048,0.4981282878779524,0.027108656371726995,0.520104354937146
720,0.002,0.07,0.01,20.16632316290422,7.7636981147969815,0.025135219843817527,0.04047080222710683,0.9487515140674609,0.47437575703373047,0.026888802811832525,0.49871399778516173
730,0.002,0.07,0.01,19.26099911739236,7.271339331415421,0.025009700297978346,0.039354502401314106,0.9044136544100768,0.4522068272050384,0.02684563148939839,0.49666717039888725
740,0.002,0.07,0.01,18.407817875825288,6.816278541125897,0.024905609929439205,0.0383341496246198,0.8629917111102459,0.43149585555512293,0.026576355206406492,0.48600770259980625
750,0.002,0.07,0.01,17.603131304134504,6.3952422015201575,0.024819290267029847,0.037399594872449426,0.8242573739040902,0.4121286869520451,0.02622073579638364,0.4879597374022628
760,0.002,0.07,0.01,16.84359045742784,6.005282393538233,0.02474770742778124,0.03654195349614933,0.7880029376344289,0.39400146881721443,0.025691075753548558,0.46144786460725556
770,0.002,0.07,0.01,16.126117531023013,5.6437407171630865,0.024688345484837216,0.03575342840945594,0.754039203562606,0.377019601781303,0.025512211291062906,0.4625819983042767
780,0.002,0.07,0.01,15.447880761984283,5.308216591742097,0.024639118040004362,0.03502715994119333,0.722193618147089,0.3610968090735445,0.025351506584404288,0.4582909165110858
380,0.002,0.16,0.01,169.3809478396403,161.5942539940015,0.45161339628080815,0.7568931022944916,10.70062444996002,5.35031222498001,26.163896840460144,0.26827398201937336
390,0.002,0.16,0.01,155.3455418066616,142.83712970835902,0.3786778900801753,0.6494552021356523,9.65854442259583,4.829272211297915,27.45185430842678,0.26898915880416463
400,0.002,0.16,0.01,142.7855189861344,126.65228778807402,0.31819421266359565,0.559093684357161,8.741823504652602,4.370911752326301,28.81020530218199,0.25605527071590867
410,0.002,0.16,0.01,131.51451650226562,112.63534107303022,0.2680365401608564,0.4829633442090673,7.932784648554808,3.966392324277404,39.34542411099763,0.24655816199568203
